ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100000734,1,1,28,1,154919,1,2
100000735,1,1,37,1,129058,1,0
100000736,1,1,29,1,77532,0,0
100000737,1,1,23,1,235417,2,2
100000738,0,0,35,1,113468,0,0
100000739,0,0,45,1,190803,2,2
100000740,1,1,26,1,121423,0,0
100000741,0,0,32,0,121347,1,1
100000742,0,0,23,0,67408,0,0
100000743,0,0,41,1,123043,1,1
100000744,0,0,22,0,128387,1,2
100000745,0,0,30,0,250050,2,1
100000746,0,0,28,0,69588,0,0
100000747,1,1,23,1,109547,1,1
100000748,1,1,37,1,78840,0,0
100000749,0,0,26,0,131122,1,0
100000750,0,0,33,1,115403,1,1
100000751,1,1,49,2,110291,1,2
100000752,1,1,23,1,64811,0,0
100000753,1,1,23,1,86015,0,0
100000754,1,1,25,1,142438,1,2
100000755,0,0,55,1,159303,1,1
100000756,1,1,32,1,104957,1,1
100000757,0,0,74,2,89502,0,0
100000758,0,0,39,1,121313,1,1
100000759,0,0,31,0,98102,1,0
100000760,0,0,35,1,94554,1,1
100000761,1,1,59,2,162591,1,1
100000762,1,1,24,1,106629,1,2
100000763,0,0,24,0,70400,0,0
100000764,0,0,30,0,235660,2,2
100000765,0,1,27,1,121747,1,2
100000766,0,1,40,1,85060,0,0
100000767,0,1,31,1,87630,0,0
100000768,1,1,31,1,119673,1,0
100000769,0,0,28,0,126060,1,2
100000770,0,0,63,2,96145,0,0
100000771,1,1,26,1,114830,1,0
100000772,1,1,25,1,194461,2,2
100000773,0,0,36,1,150158,2,2
100000774,0,0,52,1,136323,1,2
100000775,0,0,66,2,111858,0,0
100000776,1,1,25,1,100198,1,0
100000777,0,0,37,1,123452,1,2
100000778,1,1,25,1,120723,1,1
100000779,0,0,38,1,215639,2,1
100000780,1,1,67,3,166712,1,1
100000781,0,0,25,0,136300,1,1
100000782,0,0,60,2,166988,1,2
100000783,0,0,31,0,77265,0,0
100000784,1,1,23,1,85967,0,0
100000785,0,1,60,2,212020,2,0
100000786,0,0,35,1,126054,0,0
100000787,0,0,40,1,144589,1,0
100000788,0,0,38,1,116723,1,1
100000789,0,0,50,1,168637,1,1
100000790,0,0,27,0,139119,1,1
100000791,1,1,39,2,118610,1,2
100000792,0,0,41,1,183312,2,2
100000793,0,1,27,1,96323,1,0
100000794,0,1,51,2,149510,1,2
100000795,0,0,32,0,141922,1,2
100000796,1,1,22,1,120233,1,0
100000797,0,0,51,1,172790,1,1
100000798,1,1,22,1,66720,0,0
100000799,0,1,54,2,113024,1,1
100000800,0,0,35,1,51791,0,0
100000801,0,0,54,1,118408,1,2
100000802,1,1,48,2,101616,0,0
100000803,1,1,24,1,127250,1,0
100000804,0,0,35,1,97290,1,0
100000805,1,1,24,1,106970,0,0
100000806,0,0,24,0,168147,1,2
100000807,0,1,26,1,68468,0,0
100000808,0,0,65,2,120780,1,2
100000809,0,0,55,1,231992,2,2
100000810,1,1,26,1,53903,0,0
100000811,0,1,26,1,101511,1,2
100000812,0,1,28,1,69046,0,0
100000813,0,0,24,0,171584,1,1
100000814,0,0,54,1,132367,1,2
100000815,0,0,46,1,134433,1,2
100000816,1,1,54,2,190518,1,0
100000817,0,1,62,2,152367,1,1
100000818,1,1,24,1,101157,1,1
100000819,0,1,43,2,279593,2,2
100000820,0,1,26,1,96716,1,2
100000821,0,1,27,1,95171,1,0
100000822,0,1,24,1,129162,1,2
100000823,0,0,41,1,118742,1,0
100000824,0,0,47,1,74511,0,0
100000825,0,1,35,1,157272,2,1
100000826,0,1,30,1,102374,1,0
100000827,1,1,33,1,131492,1,0
100000828,0,0,36,1,128702,1,2
100000829,0,0,47,1,177509,1,2
100000830,0,0,38,1,163451,1,1
100000831,0,0,44,1,144900,1,1
100000832,1,1,23,1,97115,1,2
100000833,0,0,29,0,196568,1,2
100000834,1,1,42,2,158405,1,0
100000835,1,1,25,1,97376,0,0
100000836,0,0,48,1,108678,1,1
100000837,1,1,21,1,92351,1,0
100000838,1,1,23,1,61211,0,0
100000839,0,0,63,2,138644,1,0
100000840,0,1,46,2,124824,1,2
100000841,0,0,29,0,132852,1,0
100000842,0,0,28,0,81069,0,0
100000843,1,1,23,1,104094,1,2
100000844,0,0,50,1,114853,1,0
100000845,0,0,47,1,130344,1,2
100000846,0,0,35,1,135090,1,0
100000847,0,0,68,2,179151,1,2
100000848,0,1,28,1,97390,1,1
100000849,0,0,59,2,120160,1,0
100000850,0,0,57,2,82277,0,0
100000851,0,1,33,1,110844,1,2
100000852,0,0,43,1,133105,1,0
100000853,0,0,35,1,102042,1,0
100000854,0,0,32,0,69370,0,0
100000855,0,0,45,1,200298,1,1
100000856,0,1,33,1,117039,1,2
100000857,1,1,40,2,107585,1,2
100000858,0,0,28,0,114429,1,0
100000859,1,1,29,1,128234,1,2
100000860,0,0,26,0,128580,1,2
100000861,0,0,27,0,177757,1,1
100000862,0,1,28,1,106222,1,0
100000863,1,1,35,1,118428,1,2
100000864,0,0,32,0,139477,0,0
100000865,0,0,25,0,71159,0,0
100000866,1,1,20,1,131370,1,2
100000867,1,1,27,1,111567,1,2
100000868,0,0,42,1,125482,1,2
100000869,0,0,37,1,160642,1,2
100000870,1,1,24,1,92498,1,0
100000871,1,1,40,2,199711,1,2
100000872,0,0,46,1,127588,1,2
100000873,0,0,26,0,107508,1,2
100000874,1,1,24,1,94629,1,2
100000875,0,0,29,0,87598,0,2
100000876,1,1,40,2,161194,1,1
100000877,0,0,36,1,137342,2,2
100000878,0,0,28,0,116848,1,1
100000879,0,0,27,0,125190,2,1
100000880,0,0,36,1,153441,1,0
100000881,0,0,38,1,195328,2,2
100000882,0,1,48,2,190413,1,0
100000883,0,0,36,1,118656,1,1
100000884,1,1,65,3,69487,0,0
100000885,0,1,43,2,145313,1,1
100000886,1,1,53,2,117005,1,1
100000887,0,0,34,1,123243,1,1
100000888,0,0,23,0,237799,1,1
100000889,0,0,34,1,180617,2,2
100000890,0,0,40,1,167019,1,0
100000891,0,0,43,1,147745,2,2
100000892,0,0,46,1,114254,1,1
100000893,0,0,38,1,81155,0,0
100000894,0,0,34,1,151803,1,2
100000895,0,0,29,0,94356,1,2
100000896,0,0,31,0,200621,2,2
100000897,1,1,28,1,144448,2,1
100000898,1,1,35,1,150797,1,0
100000899,1,1,33,1,84404,0,0
100000900,0,0,42,1,133373,1,2
100000901,0,0,43,1,119502,1,2
100000902,0,1,44,2,131619,1,0
100000903,0,0,42,1,194084,1,2
100000904,0,1,40,1,108278,1,1
100000905,0,0,36,1,130987,2,1
100000906,0,0,20,0,116582,2,2
100000907,0,0,24,0,85270,0,0
100000908,0,1,27,1,129227,1,0
100000909,1,1,46,2,108291,0,0
100000910,1,1,33,1,103091,0,0
100000911,1,1,34,1,136975,1,1
100000912,1,1,25,1,111502,0,0
100000913,1,1,25,1,124750,1,1
100000914,0,1,28,1,146463,1,2
100000915,0,0,31,0,115075,1,0
100000916,1,1,32,1,308491,2,1
100000917,0,0,32,0,126368,1,0
100000918,0,0,68,2,287247,2,2
100000919,0,1,33,1,125535,1,2
100000920,0,0,39,1,153223,2,2
100000921,1,1,28,1,106873,1,1
100000922,0,0,37,1,268906,2,1
100000923,1,1,22,1,97757,1,2
100000924,0,0,30,0,112151,1,1
100000925,0,1,55,2,172909,1,0
100000926,0,0,46,1,103387,1,1
100000927,1,1,21,1,93916,1,2
100000928,0,0,39,1,189963,1,2
100000929,0,0,58,2,124191,1,0
100000930,0,0,43,1,77205,0,0
100000931,0,0,24,0,65917,0,0
100000932,1,1,22,1,109676,1,0
100000933,0,0,30,0,95682,1,2
100000934,0,0,42,1,125516,1,2
100000935,1,1,23,1,99822,1,0
100000936,0,0,30,0,154854,2,1
100000937,1,1,28,1,84582,0,0
100000938,0,1,30,1,145800,2,0
100000939,0,0,42,1,162869,1,1
100000940,0,0,46,1,192379,2,2
100000941,0,0,45,1,159757,2,2
100000942,0,0,31,0,69571,0,0
100000943,0,0,31,0,93648,1,2
100000944,0,0,42,1,77472,0,0
100000945,1,1,46,2,121501,1,0
100000946,1,1,30,1,207262,1,0
100000947,0,0,30,0,143082,1,2
100000948,0,0,38,1,147760,2,1
100000949,0,1,43,2,82082,0,0
100000950,0,0,31,0,132991,1,1
100000951,0,1,40,1,78436,0,0
100000952,0,0,24,0,99737,1,2
100000953,1,1,28,1,164915,1,0
100000954,1,1,26,1,223185,2,1
100000955,1,1,29,1,108400,1,2
100000956,1,1,57,2,194882,2,1
100000957,0,0,49,1,122186,0,0
100000958,0,0,37,1,79594,0,0
100000959,0,0,45,1,104355,0,0
100000960,0,0,30,0,135894,1,2
100000961,0,1,30,1,103699,1,1
100000962,0,1,47,2,132145,1,1
100000963,0,0,29,0,117272,1,2
100000964,0,0,35,1,137932,1,0
100000965,0,1,22,1,63972,0,0
100000966,1,1,26,1,113299,1,2
100000967,0,0,23,0,108540,0,0
100000968,1,1,54,2,174424,2,2
100000969,0,1,29,1,154991,1,2
100000970,0,0,40,1,99723,0,0
100000971,0,0,22,0,114584,1,2
100000972,0,0,43,1,135275,0,0
100000973,1,1,29,1,41680,0,0
100000974,0,0,36,1,158769,1,1
100000975,1,1,33,1,120596,1,0
100000976,1,1,57,2,139641,0,0
100000977,1,1,64,3,134377,1,0
100000978,0,0,42,1,125804,1,2
100000979,0,0,47,1,91858,0,0
100000980,0,1,25,1,117641,1,2
100000981,0,0,49,1,188594,1,1
100000982,0,0,33,1,162827,2,2
100000983,1,1,28,1,178991,2,2
100000984,0,0,26,0,159739,1,1
100000985,0,0,30,0,73401,0,0
100000986,1,1,25,1,100794,1,2
100000987,0,1,33,1,167763,1,1
100000988,1,1,64,3,145174,1,0
100000989,0,0,29,0,176292,2,1
100000990,0,0,48,1,94024,0,0
100000991,0,0,37,1,93740,0,0
100000992,0,0,34,1,85685,0,0
100000993,0,1,23,1,69997,0,0
100000994,0,0,30,0,151938,2,2
100000995,0,0,50,1,122830,1,1
100000996,1,1,31,1,78489,0,0
100000997,0,1,40,1,161999,2,1
100000998,0,0,38,1,98032,1,2
100000999,0,0,23,0,96060,1,0
100001000,0,0,27,0,147968,1,1
100001001,1,1,63,2,134853,1,1
100001002,0,0,66,2,157576,2,2
100001003,0,1,43,2,203738,2,1
100001004,0,1,44,2,280570,2,2
100001005,0,1,65,3,69487,0,2
100001006,1,1,73,3,214126,2,1
100001007,0,0,60,2,136671,1,1
100001008,0,1,62,2,174337,1,1
100001009,1,1,58,2,126710,1,1
100001010,1,1,43,2,167139,2,2
100001011,0,0,64,2,122094,1,2
100001012,0,1,37,3,170113,2,2
100001013,1,1,46,2,192698,2,1
100001014,0,1,57,2,144197,1,2
100001015,0,1,51,2,133623,1,1
100001016,1,1,32,3,171052,2,2
100001017,0,0,64,2,130492,1,2
100001018,0,0,68,2,135705,1,1
100001019,1,1,55,2,171804,2,2
100001020,0,0,73,2,192167,2,1
100001021,1,1,34,3,134377,1,2
100001022,0,1,44,2,146716,1,1
100001023,0,0,58,2,267872,1,1
100001024,1,1,65,2,142193,0,1
100001025,1,1,56,2,183765,1,1
100001026,1,1,42,2,218664,2,2
100001027,1,1,65,3,145174,1,2
100001028,0,0,72,2,224961,2,2
100001029,1,1,45,2,262634,2,2
100001030,0,0,68,2,287106,2,2
100001031,0,0,60,2,166298,2,1
100001032,1,1,30,3,133328,0,2
100001033,0,0,63,2,129798,1,1
100001034,0,0,57,2,281084,2,1
100001035,1,1,46,2,160678,1,2
100001036,1,1,70,3,167532,1,1
100001037,0,0,65,2,178591,1,2
100001038,0,0,63,2,273063,2,2
100001039,0,1,54,2,149410,1,2
100001040,0,1,49,2,124658,1,2
100001041,1,1,64,2,153645,1,2
100001042,1,1,61,2,308529,2,2
100001043,1,1,57,2,155062,1,2
100001044,1,1,42,2,199654,1,2
100001045,0,0,62,2,124723,1,2
100001046,1,1,41,2,127752,1,2
100001047,1,1,51,2,157595,2,1
100001048,1,1,38,2,135534,1,2
100001049,1,1,56,2,166264,2,2
100001050,1,1,43,2,147259,1,1
100001051,1,1,48,2,161116,1,1
100001052,0,0,61,2,139380,1,1
100001053,0,1,48,2,213768,2,2
100001054,0,0,68,2,125903,1,2
100001055,1,1,62,2,163940,1,1
100001056,1,1,56,2,173378,2,2
100001057,1,1,53,2,126847,1,1
100001058,0,1,33,3,166712,1,2
100001059,1,1,60,2,189166,1,1
100001060,1,1,47,2,161714,1,1
100001061,0,1,25,3,214364,2,2
100001062,0,0,64,2,184680,1,1
100001063,0,0,73,2,214732,2,1
100001064,0,1,66,2,152527,1,1
100001065,1,1,76,3,170366,2,1
100001066,1,1,60,2,194532,2,1
100001067,1,1,57,2,125883,1,2
100001068,0,1,30,3,131242,1,2
100001069,0,1,43,2,159880,2,1
100001070,0,0,57,2,165519,1,2
100001071,0,1,51,2,149653,1,1
100001072,1,1,61,2,134102,1,1
100001073,0,0,64,2,159378,2,2
100001074,0,1,41,2,205476,2,1
100001075,0,1,43,2,280566,2,2
100001076,0,1,67,3,71823,0,2
100001077,1,1,71,3,211572,2,1
100001078,0,0,59,2,136123,1,1
100001079,0,1,60,2,176372,1,1
100001080,1,1,60,2,128271,1,1
100001081,1,1,45,2,169020,2,2
100001082,0,0,63,2,122267,1,2
100001083,0,1,38,3,169324,2,2
100001084,1,1,46,2,192561,2,1
100001085,0,1,55,2,145781,1,2
100001086,0,1,50,2,135376,1,1
100001087,1,1,30,3,169002,2,2
100001088,0,0,63,2,128469,1,2
100001089,0,0,67,2,135567,1,1
100001090,1,1,54,2,170644,2,2
100001091,0,0,71,2,192360,2,1
100001092,1,1,32,3,133235,1,2
100001093,1,1,45,2,260847,2,2
100001094,0,0,65,2,285647,2,2
100001095,0,0,62,2,164816,2,1
100001096,1,1,28,3,130148,0,2
100001097,0,0,65,2,129838,1,1
100001098,0,0,57,2,281647,2,1
100001099,1,1,48,2,157305,1,2
100001100,1,1,71,3,163654,1,1
100001101,0,0,38,1,82398,1,1
100001102,0,1,40,1,107710,1,1
100001103,0,0,49,1,122346,1,1
100001104,0,1,32,1,155540,2,1
100001105,0,0,45,1,127572,1,1
100001106,0,0,40,1,154031,2,1
100001107,0,0,66,2,164931,2,2
100001108,0,0,38,1,123003,1,2
100001109,0,1,20,1,89605,1,1
100001110,0,0,48,1,117721,1,1
100001111,0,1,46,2,168904,2,1
100001112,0,0,32,1,137576,2,2
100001113,0,0,54,1,111274,1,1
100001114,0,1,24,1,94249,2,2
100001115,0,1,27,1,180940,2,1
100001116,0,0,57,1,125032,1,2
100001117,0,0,38,1,138011,2,1
100001118,0,0,40,1,144850,1,1
100001119,0,1,20,1,107270,1,2
100001120,0,0,36,1,113405,2,2
100001121,0,0,47,1,137338,1,2
100001122,0,0,64,2,125119,0,2
100001123,0,0,42,1,159745,2,2
100001124,0,0,44,1,181262,2,2
100001125,0,1,30,1,90500,2,2
100001126,0,0,37,1,102733,1,1
100001127,0,0,42,1,135493,1,2
100001128,0,1,62,2,169044,1,1
100001129,0,0,49,1,178549,1,2
100001130,0,0,52,1,159716,1,2
100001131,0,1,36,1,170118,2,1
100001132,0,0,49,1,143886,0,1
100001133,0,0,42,1,130164,2,2
100001134,0,0,38,1,114476,1,1
100001135,0,0,50,1,126143,1,1
100001136,0,1,34,1,129654,2,2
100001137,0,0,43,1,123202,1,2
100001138,0,0,40,1,160524,1,1
100001139,0,0,56,2,126906,1,1
100001140,0,0,41,1,143994,2,2
100001141,0,1,30,1,123517,2,2
100001142,0,1,28,1,129055,1,2
100001143,0,0,64,2,136312,0,2
100001144,0,0,67,2,112486,1,2
100001145,0,0,37,1,152401,2,1
100001146,0,0,31,1,157453,2,1
100001147,0,0,32,1,142870,2,2
100001148,0,1,52,2,137231,1,2
100001149,0,1,31,1,104406,1,1
100001150,0,0,36,1,145385,2,1
100001151,0,1,32,1,146519,2,1
100001152,0,0,51,1,126227,1,2
100001153,0,0,47,1,112227,2,1
100001154,0,1,34,1,110145,1,2
100001155,0,1,46,2,149419,1,1
100001156,0,1,42,1,176646,1,1
100001157,0,0,39,1,91019,2,1
100001158,0,0,50,1,169579,1,2
100001159,0,0,42,1,142305,1,2
100001160,0,1,36,1,130602,1,1
100001161,0,1,18,1,98992,1,1
100001162,0,0,35,1,181926,2,2
100001163,0,0,38,1,152864,1,2
100001164,0,0,39,1,135837,2,2
100001165,0,1,24,1,121757,0,2
100001166,0,0,41,1,182274,1,1
100001167,0,0,36,1,149040,2,2
100001168,0,0,37,1,154196,2,2
100001169,0,1,45,2,135332,1,1
100001170,0,0,41,1,134200,2,2
100001171,0,0,36,1,177171,2,2
100001172,0,0,38,1,115964,0,2
100001173,0,0,38,1,136871,0,1
100001174,0,1,53,2,159559,2,2
100001175,0,0,35,1,113878,1,2
100001176,0,0,48,1,171203,2,2
100001177,0,0,36,1,102180,1,2
100001178,0,1,22,1,116844,2,1
100001179,0,0,35,1,139844,2,2
100001180,0,0,42,1,156431,0,1
100001181,0,0,39,1,116137,0,1
100001182,0,0,31,1,143081,1,1
100001183,0,0,33,1,155870,2,2
100001184,0,1,31,1,106924,0,1
100001185,0,0,42,1,102133,1,1
100001186,0,0,61,2,145227,0,1
100001187,0,0,38,1,159500,2,2
100001188,0,0,33,1,98498,0,1
100001189,0,0,48,1,159714,1,2
100001190,0,0,31,1,121852,0,1
100001191,0,0,52,1,141271,2,2
100001192,0,1,27,1,123213,1,2
100001193,0,0,40,1,143723,2,1
100001194,0,0,34,1,112538,0,1
100001195,0,1,26,1,97932,2,2
100001196,0,0,30,1,154003,0,1
100001197,0,0,53,1,177179,1,1
100001198,0,0,45,1,128052,1,2
100001199,0,0,32,1,114617,2,1
100001200,0,0,35,1,182822,2,2
100001201,0,1,26,1,177215,1,2
100001202,0,0,30,1,110929,1,1
100001203,0,0,37,1,111821,1,1
100001204,0,0,32,1,97306,2,1
100001205,0,1,40,1,157231,1,1
100001206,0,0,44,1,126906,0,2
100001207,0,0,43,1,133243,1,2
100001208,0,0,51,1,112250,1,1
100001209,0,0,37,1,104349,0,1
100001210,0,0,33,1,151421,1,2
100001211,0,1,32,1,178081,2,1
100001212,0,0,35,1,110181,0,2
100001213,0,1,30,1,113012,1,1
100001214,0,1,35,1,154585,2,2
100001215,0,0,40,1,144704,2,1
100001216,0,0,37,1,141632,2,2
100001217,0,0,37,1,105055,1,2
100001218,0,0,37,1,124597,1,2
100001219,0,0,53,1,160164,2,1
100001220,0,0,34,1,151754,2,1
100001221,0,0,51,1,155551,1,1
100001222,0,1,26,1,94986,1,2
100001223,0,0,34,1,175800,0,1
100001224,0,0,51,1,126246,2,1
100001225,0,0,33,1,116261,1,2
100001226,0,1,32,1,117796,0,2
100001227,0,0,39,1,115363,1,1
100001228,0,0,53,1,169076,1,1
100001229,0,0,34,1,97474,2,2
100001230,0,0,37,1,140341,1,2
100001231,0,1,28,1,114503,1,1
100001232,0,1,25,1,102937,1,2
100001233,0,0,36,1,151781,2,2
100001234,0,1,36,1,123133,1,2
100001235,0,0,35,1,118879,1,2
100001236,0,1,21,1,158683,1,1
100001237,0,1,29,1,107514,1,2
100001238,0,0,60,2,193879,1,1
100001239,0,0,45,1,135043,1,1
100001240,0,1,56,2,108559,0,1
100001241,0,1,30,1,121038,1,2
100001242,0,0,52,1,151947,2,2
100001243,0,1,26,1,118820,1,1
100001244,0,0,43,1,121517,1,1
100001245,0,0,34,1,113572,1,1
100001246,0,1,22,1,131170,1,2
100001247,0,0,42,1,92430,0,1
100001248,0,0,38,1,124554,0,1
100001249,0,1,29,1,115988,1,2
100001250,0,0,44,1,107301,1,2
100001251,0,1,29,1,103767,2,1
100001252,0,0,44,1,141493,1,2
100001253,0,0,38,1,154339,1,2
100001254,0,1,26,1,112369,0,1
100001255,0,0,53,1,158193,1,1
100001256,0,0,43,1,143734,1,1
100001257,0,0,33,1,121890,1,1
100001258,0,0,52,1,127609,0,1
100001259,0,1,26,1,94650,0,2
100001260,0,0,38,1,175504,2,1
100001261,0,0,47,1,165495,1,2
100001262,0,1,26,1,120389,1,1
100001263,0,1,36,1,165340,1,1
100001264,0,0,36,1,119804,1,1
100001265,0,0,57,2,154344,2,1
100001266,0,1,31,1,106266,2,2
100001267,0,0,45,1,136129,1,1
100001268,0,0,40,1,151914,2,1
100001269,0,1,21,1,121473,1,1
100001270,0,0,46,1,127147,1,2
100001271,0,0,35,1,125387,1,2
100001272,0,1,31,1,139490,0,2
100001273,0,0,51,1,124990,1,2
100001274,0,1,21,1,101471,2,1
100001275,0,0,48,1,155708,1,1
100001276,0,0,48,1,142345,1,2
100001277,0,0,68,2,148675,0,1
100001278,0,1,45,2,116484,1,2
100001279,0,0,35,1,150237,2,2
100001280,0,1,22,1,100273,1,2
100001281,0,0,44,1,122292,0,1
100001282,0,0,52,1,159216,1,1
100001283,0,0,48,1,130082,1,2
100001284,0,0,33,1,139547,1,2
100001285,0,1,35,1,122895,1,1
100001286,0,1,64,2,154549,1,1
100001287,0,0,58,1,149315,0,2
100001288,0,1,24,1,118101,0,2
100001289,0,0,40,1,115831,0,2
100001290,0,0,49,1,118571,2,2
100001291,0,0,31,1,138906,1,2
100001292,0,0,46,1,98520,1,2
100001293,0,0,46,1,106576,1,1
100001294,0,0,49,1,121592,1,1
100001295,0,0,29,1,135605,0,1
100001296,0,0,37,1,114552,1,2
100001297,0,0,33,1,151339,2,1
100001298,0,0,71,2,170387,1,2
100001299,0,0,35,1,118288,1,2
100001300,0,0,40,1,109992,1,2
100001301,1,0,27,1,90654,0,0
100001302,1,0,61,2,113290,0,0
100001303,1,1,29,1,100093,1,1
100001304,1,0,33,1,109489,1,0
100001305,1,0,56,2,139427,0,0
100001306,1,1,27,1,123411,1,1
100001307,1,1,22,1,137925,1,0
100001308,1,1,19,1,99119,1,0
100001309,1,1,28,1,91084,1,1
100001310,1,1,24,1,110137,1,1
100001311,1,1,27,1,67041,0,0
100001312,1,1,30,1,127299,1,1
100001313,1,0,26,1,84555,0,0
100001314,1,1,26,1,123895,1,0
100001315,1,1,23,1,94324,1,1
100001316,1,1,28,1,96062,1,0
100001317,1,1,67,3,144843,1,0
100001318,1,1,27,1,107485,1,1
100001319,1,1,32,1,98573,1,0
100001320,1,0,24,1,107462,0,0
100001321,1,1,28,1,115809,1,1
100001322,1,0,48,2,118749,0,0
100001323,1,1,32,1,139112,1,1
100001324,1,1,25,1,94075,1,0
100001325,1,1,57,2,62002,0,0
100001326,1,1,28,1,127262,1,0
100001327,1,1,24,1,122846,1,1
100001328,1,1,25,1,61907,0,0
100001329,1,0,31,1,89287,0,0
100001330,1,0,33,1,103696,1,1
100001331,1,1,50,2,147603,1,0
100001332,1,1,58,2,139229,0,1
100001333,1,1,27,1,107932,0,0
100001334,1,1,48,2,116235,0,0
100001335,1,1,22,1,85974,0,0
100001336,1,1,40,1,124001,0,0
100001337,1,1,32,1,121428,1,0
100001338,1,0,25,1,93233,0,0
100001339,1,1,27,1,67965,0,0
100001340,1,1,27,1,88001,0,0
100001341,1,1,23,1,129112,1,0
100001342,1,1,32,1,109324,1,1
100001343,1,1,25,1,112785,1,1
100001344,1,1,46,2,136735,0,0
100001345,1,1,21,1,107779,1,1
100001346,1,1,29,1,103526,1,0
100001347,1,1,31,1,93171,0,0
100001348,1,0,26,1,106559,0,0
100001349,1,1,23,1,112728,1,1
100001350,1,0,38,1,102855,1,1
100001351,1,0,35,1,85381,0,0
100001352,1,1,27,1,100762,1,1
100001353,1,1,22,1,131445,1,1
100001354,1,1,52,2,123194,1,0
100001355,1,1,19,1,99519,1,1
100001356,1,1,23,1,112853,1,0
100001357,1,0,42,1,110509,1,0
100001358,1,1,27,1,106446,1,1
100001359,1,1,39,2,89665,0,0
100001360,1,1,50,2,128233,1,1
100001361,1,1,36,1,133615,1,0
100001362,1,1,25,1,115833,1,1
100001363,1,1,27,1,65560,0,0
100001364,1,1,30,1,118642,1,0
100001365,1,0,22,1,63635,0,0
100001366,1,1,27,1,122649,1,1
100001367,1,0,31,1,143321,2,1
100001368,1,1,29,1,99556,1,0
100001369,1,0,34,1,36760,0,0
100001370,1,0,33,1,71935,0,0
100001371,1,1,26,1,114977,1,0
100001372,1,1,36,1,147691,1,1
100001373,1,1,26,1,54296,0,0
100001374,1,1,39,1,80014,0,0
100001375,1,1,44,2,77887,0,0
100001376,1,1,46,2,98517,0,0
100001377,1,1,31,1,103012,0,0
100001378,1,0,26,1,121377,1,0
100001379,1,1,22,1,91359,1,1
100001380,1,0,48,2,104833,0,0
100001381,1,1,27,1,101209,1,0
100001382,1,0,30,1,58207,0,0
100001383,1,1,27,1,116708,1,1
100001384,1,1,36,1,107471,1,1
100001385,1,1,31,1,128495,1,0
100001386,1,0,21,1,124468,1,0
100001387,1,1,26,1,106922,1,1
100001388,1,0,24,1,104291,1,0
100001389,1,1,29,1,98204,1,0
100001390,1,1,32,1,127071,1,0
100001391,1,1,45,2,85115,0,0
100001392,1,1,58,2,104013,0,0
100001393,1,1,25,1,89863,1,0
100001394,1,1,67,3,135300,1,0
100001395,1,1,53,2,107861,0,0
100001396,1,1,24,1,123994,1,0
100001397,1,0,20,1,91270,0,0
100001398,1,1,71,3,133245,0,0
100001399,1,1,31,1,118594,1,1
100001400,1,1,27,1,40606,0,0
100001401,1,1,36,1,129304,0,0
100001402,1,1,25,1,113118,1,0
100001403,1,0,41,1,133131,1,0
100001404,1,1,30,1,106876,1,1
100001405,1,1,32,1,130870,1,1
100001406,1,1,29,1,125621,0,0
100001407,1,0,27,1,78923,0,0
100001408,1,1,32,1,123983,1,0
100001409,1,1,25,1,75184,0,0
100001410,1,0,24,1,109693,1,0
100001411,1,1,63,2,86273,0,0
100001412,1,0,42,2,113190,0,0
100001413,1,1,22,1,109274,0,0
100001414,1,1,46,2,143489,1,1
100001415,1,1,24,1,99570,1,1
100001416,1,0,30,1,139468,1,1
100001417,1,1,44,2,108627,0,0
100001418,1,0,25,1,106355,1,0
100001419,1,1,27,1,96952,1,0
100001420,1,1,27,1,141502,1,1
100001421,1,1,34,1,110420,1,1
100001422,1,1,18,1,97741,1,1
100001423,1,1,25,1,99583,1,1
100001424,1,1,21,1,63698,0,0
100001425,1,1,26,1,116688,1,1
100001426,1,1,27,1,131542,2,1
100001427,1,0,25,1,136055,1,1
100001428,1,1,30,1,100195,1,1
100001429,1,0,66,3,131001,1,0
100001430,1,1,25,1,104062,1,1
100001431,1,1,43,2,137689,1,0
100001432,1,1,35,1,137705,1,1
100001433,1,0,70,3,69915,0,0
100001434,1,0,35,1,68731,0,0
100001435,1,1,26,1,105726,1,0
100001436,1,0,29,1,78078,0,0
100001437,1,1,22,1,110835,0,0
100001438,1,0,26,1,115531,1,1
100001439,1,1,36,1,92723,0,0
100001440,1,1,35,1,107509,1,1
100001441,1,1,28,1,116763,1,1
100001442,1,1,24,1,100733,1,0
100001443,1,1,34,1,92652,0,0
100001444,1,1,25,1,106987,1,0
100001445,1,1,54,2,51882,0,0
100001446,1,0,46,2,104751,0,0
100001447,1,1,42,1,50947,0,0
100001448,1,0,45,2,126986,0,0
100001449,1,0,48,2,110223,0,0
100001450,1,0,21,1,100591,0,0
100001451,1,1,31,1,123257,1,0
100001452,1,0,35,1,137736,1,1
100001453,1,1,36,1,110221,1,1
100001454,1,1,32,1,99703,0,0
100001455,1,1,26,1,106667,0,0
100001456,1,1,34,1,143319,1,0
100001457,1,1,65,2,135557,1,1
100001458,1,1,50,2,93390,0,0
100001459,1,1,39,1,97577,1,0
100001460,1,0,52,2,124196,0,0
100001461,1,1,36,1,81136,0,0
100001462,1,1,29,1,119439,1,0
100001463,1,1,36,1,145231,1,1
100001464,1,1,36,1,85623,0,0
100001465,1,1,27,1,145373,1,1
100001466,1,1,36,1,135896,2,1
100001467,1,1,26,1,106470,1,1
100001468,1,0,57,2,113334,1,1
