ID,Reason for Absence,Date,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
3,0,09/06/2017,179,51,38,253.957,31,1,0,0,0
15,13,12/06/2017,291,31,40,253.957,25,1,1,1,40
3,28,12/06/2017,179,51,38,253.957,31,1,0,0,24
24,28,13/06/2017,246,25,41,253.957,23,1,0,0,3
3,28,19/06/2017,179,51,38,253.957,31,1,0,0,4
5,26,20/06/2017,235,20,43,253.957,38,1,1,0,8
3,28,26/06/2017,179,51,38,253.957,31,1,0,0,2
28,23,28/06/2017,225,26,28,253.957,24,1,1,2,2
36,23,28/06/2017,118,13,50,253.957,31,1,1,0,2
3,5,28/06/2017,179,51,38,253.957,31,1,0,0,8
22,21,28/06/2017,179,26,30,253.957,19,3,0,0,2
24,28,30/06/2017,246,25,41,253.957,23,1,0,0,2
18,11,27/06/2017,330,16,28,253.957,25,2,0,0,1
1,13,27/06/2017,235,11,37,253.957,29,3,1,1,8
22,23,06/07/2017,179,26,30,230.29,19,3,0,0,2
28,25,06/07/2017,225,26,28,230.29,24,1,1,2,4
20,13,07/07/2017,260,50,36,230.29,23,1,4,0,8
21,7,10/07/2017,268,11,33,230.29,25,2,0,0,8
18,25,14/07/2017,330,16,28,230.29,25,2,0,0,8
34,26,14/07/2017,118,10,37,230.29,28,1,0,0,8
20,26,17/07/2017,260,50,36,230.29,23,1,4,0,4
34,28,18/07/2017,118,10,37,230.29,28,1,0,0,8
26,15,24/07/2017,300,26,43,230.29,25,1,2,1,8
2,23,24/07/2017,235,29,48,230.29,33,1,1,5,1
24,28,25/07/2017,246,25,41,230.29,23,1,0,0,2
28,9,25/07/2017,225,26,28,230.29,24,1,1,2,112
3,28,25/07/2017,179,51,38,230.29,31,1,0,0,1
36,23,28/07/2017,118,13,50,230.29,31,1,1,0,1
10,22,28/07/2017,361,52,28,230.29,27,1,1,4,8
11,22,24/07/2017,289,36,33,230.29,30,1,2,1,8
5,26,24/07/2017,235,20,43,230.29,38,1,1,0,8
24,28,25/07/2017,246,25,41,230.29,23,1,0,0,2
15,28,27/07/2017,291,31,40,230.29,25,1,1,1,1
7,23,27/07/2017,279,5,39,230.29,24,1,2,0,2
3,25,03/08/2017,179,51,38,249.797,31,1,0,0,4
17,25,07/08/2017,179,22,40,249.797,22,2,2,0,1
24,28,08/08/2017,246,25,41,249.797,23,1,0,0,4
34,28,08/08/2017,118,10,37,249.797,28,1,0,0,4
11,26,08/08/2017,289,36,33,249.797,30,1,2,1,8
5,26,08/08/2017,235,20,43,249.797,38,1,1,0,8
15,28,10/08/2017,291,31,40,249.797,25,1,1,1,4
3,25,14/08/2017,179,51,38,249.797,31,1,0,0,4
17,25,15/08/2017,179,22,40,249.797,22,2,2,0,8
18,23,17/08/2017,330,16,28,249.797,25,2,0,0,16
1,23,22/08/2017,235,11,37,249.797,29,3,1,1,4
24,28,22/08/2017,246,25,41,249.797,23,1,0,0,1
34,28,22/08/2017,118,10,37,249.797,28,1,0,0,5
15,28,24/08/2017,291,31,40,249.797,25,1,1,1,2
20,28,28/08/2017,260,50,36,249.797,23,1,4,0,3
24,28,05/09/2017,246,25,41,261.756,23,1,0,0,1
24,28,05/09/2017,246,25,41,261.756,23,1,0,0,1
34,28,05/09/2017,118,10,37,261.756,28,1,0,0,3
14,23,05/09/2017,155,12,34,261.756,25,1,2,0,2
15,28,07/09/2017,291,31,40,261.756,25,1,1,1,2
22,23,08/09/2017,179,26,30,261.756,19,3,0,0,8
33,23,08/09/2017,248,25,47,261.756,32,1,2,1,1
3,23,11/09/2017,179,51,38,261.756,31,1,0,0,4
28,23,13/09/2017,225,26,28,261.756,24,1,1,2,1
22,23,18/09/2017,179,26,30,261.756,19,3,0,0,2
13,23,19/09/2017,369,17,31,261.756,25,1,3,0,8
10,22,26/09/2017,361,52,28,261.756,27,1,1,4,8
32,4,05/10/2017,289,48,49,284.853,36,1,0,2,1
25,11,05/10/2017,235,16,32,284.853,25,3,0,0,3
24,26,06/10/2017,246,25,41,284.853,23,1,0,0,8
32,14,11/10/2017,289,48,49,284.853,36,1,0,2,3
15,28,11/10/2017,291,31,40,284.853,25,1,1,1,2
34,23,17/10/2017,118,10,37,284.853,28,1,0,0,2
32,23,19/10/2017,289,48,49,284.853,36,1,0,2,2
15,23,20/10/2017,291,31,40,284.853,25,1,1,1,1
28,23,24/10/2017,225,26,28,284.853,24,1,1,2,2
13,23,24/10/2017,369,17,31,284.853,25,1,3,0,8
13,23,24/10/2017,369,17,31,284.853,25,1,3,0,3
28,23,24/10/2017,225,26,28,284.853,24,1,1,2,4
13,26,24/10/2017,369,17,31,284.853,25,1,3,0,8
3,28,25/10/2017,179,51,38,284.853,31,1,0,0,3
9,1,25/10/2017,228,14,58,284.853,22,1,2,1,1
15,23,25/10/2017,291,31,40,284.853,25,1,1,1,1
13,10,26/10/2017,369,17,31,284.853,25,1,3,0,8
28,13,26/10/2017,225,26,28,284.853,24,1,1,2,1
13,10,27/10/2017,369,17,31,284.853,25,1,3,0,8
28,10,27/10/2017,225,26,28,284.853,24,1,1,2,3
6,23,29/10/2017,189,29,33,284.853,25,1,2,2,8
25,6,29/10/2017,235,16,32,284.853,25,3,0,0,8
33,10,29/10/2017,248,25,47,284.853,32,1,2,1,8
28,0,29/10/2017,225,26,28,284.853,24,1,1,2,0
28,13,31/10/2017,225,26,28,284.853,24,1,1,2,3
3,21,07/11/2017,179,51,38,268.519,31,1,0,0,1
34,28,08/11/2017,118,10,37,268.519,28,1,0,0,3
18,2,08/11/2017,330,16,28,268.519,25,2,0,0,24
3,28,10/11/2017,179,51,38,268.519,31,1,0,0,1
34,9,14/11/2017,118,10,37,268.519,28,1,0,0,8
11,24,15/11/2017,289,36,33,268.519,30,1,2,1,8
25,1,17/11/2017,235,16,32,268.519,25,3,0,0,8
28,23,17/11/2017,225,26,28,268.519,24,1,1,2,4
10,22,21/11/2017,361,52,28,268.519,27,1,1,4,8
15,28,22/11/2017,291,31,40,268.519,25,1,1,1,2
34,13,23/11/2017,118,10,37,268.519,28,1,0,0,2
28,14,23/11/2017,225,26,28,268.519,24,1,1,2,3
3,28,27/11/2017,179,51,38,268.519,31,1,0,0,1
34,23,27/11/2017,118,10,37,268.519,28,1,0,0,8
34,8,28/11/2017,118,10,37,268.519,28,1,0,0,8
28,23,28/11/2017,225,26,28,268.519,24,1,1,2,2
15,0,28/11/2017,291,31,40,268.519,25,1,1,1,0
11,0,29/11/2017,289,36,33,268.519,30,1,2,1,0
33,14,30/11/2017,248,25,47,268.519,32,1,2,1,4
5,0,30/11/2017,235,20,43,268.519,38,1,1,0,0
28,23,24/11/2017,225,26,28,268.519,24,1,1,2,2
13,26,24/11/2017,369,17,31,268.519,25,1,3,0,8
10,28,27/11/2017,361,52,28,268.519,27,1,1,4,2
3,13,05/12/2017,179,51,38,280.549,31,1,0,0,32
15,28,06/12/2017,291,31,40,280.549,25,1,1,1,1
28,23,06/12/2017,225,26,28,280.549,24,1,1,2,3
22,13,08/12/2017,179,26,30,280.549,19,3,0,0,1
28,23,08/12/2017,225,26,28,280.549,24,1,1,2,3
28,23,13/12/2017,225,26,28,280.549,24,1,1,2,3
10,14,14/12/2017,361,52,28,280.549,27,1,1,4,4
17,18,15/12/2017,179,22,40,280.549,22,2,2,0,2
5,26,15/12/2017,235,20,43,280.549,38,1,1,0,8
12,18,18/12/2017,233,51,31,280.549,21,2,1,8,8
22,13,19/12/2017,179,26,30,280.549,19,3,0,0,16
28,23,19/12/2017,225,26,28,280.549,24,1,1,2,2
28,23,21/12/2017,225,26,28,280.549,24,1,1,2,3
28,23,18/12/2017,225,26,28,280.549,24,1,1,2,2
14,18,19/12/2017,155,12,34,280.549,25,1,2,0,80
22,12,01/01/2018,179,26,30,313.532,19,3,0,0,24
22,12,04/01/2018,179,26,30,313.532,19,3,0,0,16
17,25,04/01/2018,179,22,40,313.532,22,2,2,0,2
17,25,05/01/2018,179,22,40,313.532,22,2,2,0,2
22,13,08/01/2018,179,26,30,313.532,19,3,0,0,3
17,25,10/01/2018,179,22,40,313.532,22,2,2,0,2
32,10,11/01/2018,289,48,49,313.532,36,1,0,2,8
17,18,12/01/2018,179,22,40,313.532,22,2,2,0,3
22,27,15/01/2018,179,26,30,313.532,19,3,0,0,2
14,18,16/01/2018,155,12,34,313.532,25,1,2,0,8
22,27,17/01/2018,179,26,30,313.532,19,3,0,0,2
3,27,17/01/2018,179,51,38,313.532,31,1,0,0,3
11,13,17/01/2018,289,36,33,313.532,30,1,2,1,8
3,27,18/01/2018,179,51,38,313.532,31,1,0,0,3
3,27,26/01/2018,179,51,38,313.532,31,1,0,0,2
3,13,06/02/2018,179,51,38,264.249,31,1,0,0,8
28,23,06/02/2018,225,26,28,264.249,24,1,1,2,3
33,1,07/02/2018,248,25,47,264.249,32,1,2,1,8
3,27,07/02/2018,179,51,38,264.249,31,1,0,0,2
28,28,08/02/2018,225,26,28,264.249,24,1,1,2,3
3,27,08/02/2018,179,51,38,264.249,31,1,0,0,2
22,27,08/02/2018,179,26,30,264.249,19,3,0,0,2
29,28,09/02/2018,225,15,41,264.249,28,4,2,2,2
3,27,09/02/2018,179,51,38,264.249,31,1,0,0,2
12,19,12/02/2018,233,51,31,264.249,21,2,1,8,2
3,27,12/02/2018,179,51,38,264.249,31,1,0,0,2
28,7,13/02/2018,225,26,28,264.249,24,1,1,2,8
3,27,14/02/2018,179,51,38,264.249,31,1,0,0,3
3,27,15/02/2018,179,51,38,264.249,31,1,0,0,3
28,25,15/02/2018,225,26,28,264.249,24,1,1,2,3
22,13,15/02/2018,179,26,30,264.249,19,3,0,0,2
17,23,16/02/2018,179,22,40,264.249,22,2,2,0,2
3,27,16/02/2018,179,51,38,264.249,31,1,0,0,3
12,12,21/02/2018,233,51,31,264.249,21,2,1,8,3
22,27,21/02/2018,179,26,30,264.249,19,3,0,0,2
3,27,21/02/2018,179,51,38,264.249,31,1,0,0,2
3,13,22/02/2018,179,51,38,264.249,31,1,0,0,8
3,27,23/02/2018,179,51,38,264.249,31,1,0,0,2
14,25,26/02/2018,155,12,34,264.249,25,1,2,0,5
25,25,26/02/2018,235,16,32,264.249,25,3,0,0,3
3,27,26/02/2018,179,51,38,264.249,31,1,0,0,2
28,7,26/02/2018,225,26,28,264.249,24,1,1,2,2
3,27,27/02/2018,179,51,38,264.249,31,1,0,0,2
33,23,27/02/2018,248,25,47,264.249,32,1,2,1,2
28,25,27/02/2018,225,26,28,264.249,24,1,1,2,2
3,27,28/02/2018,179,51,38,264.249,31,1,0,0,2
3,27,22/02/2018,179,51,38,264.249,31,1,0,0,2
25,25,23/02/2018,235,16,32,264.249,25,3,0,0,2
3,27,05/03/2018,179,51,38,222.196,31,1,0,0,2
33,23,05/03/2018,248,25,47,222.196,32,1,2,1,2
9,25,06/03/2018,228,14,58,222.196,22,1,2,1,3
33,25,06/03/2018,248,25,47,222.196,32,1,2,1,3
9,12,06/03/2018,228,14,58,222.196,22,1,2,1,112
3,27,07/03/2018,179,51,38,222.196,31,1,0,0,2
28,27,08/03/2018,225,26,28,222.196,24,1,1,2,2
3,27,08/03/2018,179,51,38,222.196,31,1,0,0,3
28,25,08/03/2018,225,26,28,222.196,24,1,1,2,2
22,27,09/03/2018,179,26,30,222.196,19,3,0,0,3
25,25,12/03/2018,235,16,32,222.196,25,3,0,0,3
10,19,12/03/2018,361,52,28,222.196,27,1,1,4,8
3,13,13/03/2018,179,51,38,222.196,31,1,0,0,8
3,27,14/03/2018,179,51,38,222.196,31,1,0,0,2
3,27,15/03/2018,179,51,38,222.196,31,1,0,0,3
22,27,16/03/2018,179,26,30,222.196,19,3,0,0,2
3,10,19/03/2018,179,51,38,222.196,31,1,0,0,4
33,13,19/03/2018,248,25,47,222.196,32,1,2,1,2
3,27,19/03/2018,179,51,38,222.196,31,1,0,0,3
28,7,19/03/2018,225,26,28,222.196,24,1,1,2,8
3,27,20/03/2018,179,51,38,222.196,31,1,0,0,2
11,23,21/03/2018,289,36,33,222.196,30,1,2,1,8
9,25,21/03/2018,228,14,58,222.196,22,1,2,1,2
3,27,21/03/2018,179,51,38,222.196,31,1,0,0,2
33,23,22/03/2018,248,25,47,222.196,32,1,2,1,3
3,27,22/03/2018,179,51,38,222.196,31,1,0,0,3
22,23,23/03/2018,179,26,30,222.196,19,3,0,0,2
3,27,23/03/2018,179,51,38,222.196,31,1,0,0,3
3,27,27/03/2018,179,51,38,222.196,31,1,0,0,3
16,23,28/03/2018,118,15,46,222.196,25,1,2,0,8
14,13,28/03/2018,155,12,34,222.196,25,1,2,0,24
3,27,28/03/2018,179,51,38,222.196,31,1,0,0,3
3,27,29/03/2018,179,51,38,222.196,31,1,0,0,3
22,13,26/03/2018,179,26,30,222.196,19,3,0,0,2
11,19,26/03/2018,289,36,33,222.196,30,1,2,1,104
13,22,28/03/2018,369,17,31,222.196,25,1,3,0,8
28,13,02/04/2018,225,26,28,246.288,24,1,1,2,8
34,10,02/04/2018,118,10,37,246.288,28,1,0,0,8
10,19,03/04/2018,361,52,28,246.288,27,1,1,4,8
33,19,04/04/2018,248,25,47,246.288,32,1,2,1,8
6,13,05/04/2018,189,29,33,246.288,25,1,2,2,8
22,27,06/04/2018,179,26,30,246.288,19,3,0,0,2
13,7,09/04/2018,369,17,31,246.288,25,1,3,0,24
17,16,10/04/2018,179,22,40,246.288,22,2,2,0,2
36,23,10/04/2018,118,13,50,246.288,31,1,1,0,3
10,23,10/04/2018,361,52,28,246.288,27,1,1,4,2
34,10,11/04/2018,118,10,37,246.288,28,1,0,0,2
1,22,13/04/2018,235,11,37,246.288,29,3,1,1,8
22,27,13/04/2018,179,26,30,246.288,19,3,0,0,2
28,19,16/04/2018,225,26,28,246.288,24,1,1,2,8
25,16,17/04/2018,235,16,32,246.288,25,3,0,0,3
22,27,20/04/2018,179,26,30,246.288,19,3,0,0,2
14,28,24/04/2018,155,12,34,246.288,25,1,2,0,4
28,19,26/04/2018,225,26,28,246.288,24,1,1,2,8
36,14,26/04/2018,118,13,50,246.288,31,1,1,0,2
22,27,27/04/2018,179,26,30,246.288,19,3,0,0,2
1,22,07/05/2018,235,11,37,237.656,29,3,1,1,8
29,19,09/05/2018,225,15,41,237.656,28,4,2,2,3
25,28,09/05/2018,235,16,32,237.656,25,3,0,0,2
34,8,09/05/2018,118,10,37,237.656,28,1,0,0,3
5,26,09/05/2018,235,20,43,237.656,38,1,1,0,8
22,13,10/05/2018,179,26,30,237.656,19,3,0,0,1
15,28,10/05/2018,291,31,40,237.656,25,1,1,1,2
29,14,10/05/2018,225,15,41,237.656,28,4,2,2,8
26,19,11/05/2018,300,26,43,237.656,25,1,2,1,64
29,22,11/05/2018,225,15,41,237.656,28,4,2,2,8
22,27,11/05/2018,179,26,30,237.656,19,3,0,0,2
36,23,14/05/2018,118,13,50,237.656,31,1,1,0,2
36,5,15/05/2018,118,13,50,237.656,31,1,1,0,3
34,28,15/05/2018,118,10,37,237.656,28,1,0,0,1
36,0,15/05/2018,118,13,50,237.656,31,1,1,0,0
22,27,16/05/2018,179,26,30,237.656,19,3,0,0,2
23,0,16/05/2018,378,49,36,237.656,21,1,2,4,0
17,16,18/05/2018,179,22,40,237.656,22,2,2,0,1
14,10,21/05/2018,155,12,34,237.656,25,1,2,0,48
25,10,21/05/2018,235,16,32,237.656,25,3,0,0,8
15,22,23/05/2018,291,31,40,237.656,25,1,1,1,8
17,10,23/05/2018,179,22,40,237.656,22,2,2,0,8
28,6,23/05/2018,225,26,28,237.656,24,1,1,2,3
18,10,24/05/2018,330,16,28,237.656,25,2,0,0,8
25,23,24/05/2018,235,16,32,237.656,25,3,0,0,2
15,28,31/05/2018,291,31,40,237.656,25,1,1,1,2
