"State","region","Date","Home.Value","Structure.Cost","Land.Value","Land.Share..Pct.","Home.Price.Index","Land.Price.Index","Year","Qrtr"
"DE","South",1996.25,120831,87481,33351,27.6,0.768,0.543,1996,1
"DE","South",1996.5,121770,88060,33711,27.7,0.774,0.55,1996,2
"DE","South",1996.75,122768,88557,34211,27.9,0.781,0.56,1996,3
"DE","South",1997,123816,88927,34889,28.2,0.787,0.573,1996,4
"DE","South",1997.25,124940,89239,35700,28.6,0.795,0.587,1997,1
"DE","South",1997.5,126177,89545,36632,29,0.802,0.605,1997,2
"DE","South",1997.75,127562,89986,37577,29.5,0.811,0.623,1997,3
"DE","South",1998,129144,90713,38431,29.8,0.821,0.639,1997,4
"DE","South",1998.25,131000,91767,39233,29.9,0.833,0.656,1998,1
"DE","South",1998.5,133105,92954,40151,30.2,0.846,0.674,1998,2
"DE","South",1998.75,135448,94065,41383,30.6,0.861,0.697,1998,3
"DE","South",1999,137991,94848,43143,31.3,0.878,0.729,1998,4
"DE","South",1999.25,140767,95226,45542,32.4,0.895,0.772,1999,1
"DE","South",1999.5,143757,95333,48424,33.7,0.914,0.824,1999,2
"DE","South",1999.75,146894,95509,51385,35,0.934,0.876,1999,3
"DE","South",2000,150174,96077,54097,36,0.955,0.925,1999,4
"DE","South",2000.25,153616,97200,56416,36.7,0.977,0.965,2000,1
"DE","South",2000.5,157251,98920,58330,37.1,1,1,2000,2
"DE","South",2000.75,161123,100854,60269,37.4,1.025,1.037,2000,3
"DE","South",2001,165230,102726,62504,37.8,1.051,1.079,2000,4
"DE","South",2001.25,169512,104369,65143,38.4,1.078,1.132,2001,1
"DE","South",2001.5,173955,105568,68387,39.3,1.106,1.193,2001,2
"DE","South",2001.75,178655,106620,72034,40.3,1.136,1.261,2001,3
"DE","South",2002,183710,107655,76055,41.4,1.168,1.334,2001,4
"DE","South",2002.25,189099,108582,80518,42.6,1.203,1.413,2002,1
"DE","South",2002.5,194821,109682,85139,43.7,1.239,1.497,2002,2
"DE","South",2002.75,200786,110655,90131,44.9,1.277,1.589,2002,3
"DE","South",2003,206951,111349,95602,46.2,1.316,1.69,2002,4
"DE","South",2003.25,213435,112037,101398,47.5,1.357,1.8,2003,1
"DE","South",2003.5,220421,112594,107826,48.9,1.402,1.919,2003,2
"DE","South",2003.75,228055,113531,114524,50.2,1.45,2.044,2003,3
"DE","South",2004,236518,115272,121246,51.3,1.504,2.169,2003,4
"DE","South",2004.25,245831,117910,127921,52,1.563,2.293,2004,1
"DE","South",2004.5,255903,121318,134585,52.6,1.627,2.418,2004,2
"DE","South",2004.75,266623,124890,141733,53.2,1.696,2.553,2004,3
"DE","South",2005,277686,128073,149613,53.9,1.766,2.702,2004,4
"DE","South",2005.25,288941,130515,158426,54.8,1.837,2.87,2005,1
"DE","South",2005.5,300213,132505,167708,55.9,1.909,3.046,2005,2
"DE","South",2005.75,311082,134615,176467,56.7,1.978,3.213,2005,3
"DE","South",2006,321221,137386,183835,57.2,2.043,3.356,2005,4
"DE","South",2006.25,330189,140996,189193,57.3,2.1,3.462,2006,1
"DE","South",2006.5,337629,145206,192423,57,2.147,3.53,2006,2
"DE","South",2006.75,343594,149287,194307,56.6,2.185,3.574,2006,3
"DE","South",2007,347944,152552,195392,56.2,2.213,3.604,2006,4
"DE","South",2007.25,350642,154699,195943,55.9,2.23,3.627,2007,1
"DE","South",2007.5,352038,155840,196198,55.7,2.239,3.642,2007,2
"DE","South",2007.75,352077,156821,195256,55.5,2.239,3.633,2007,3
"DE","South",2008,350638,158353,192286,54.8,2.23,3.586,2007,4
"DE","South",2008.25,348246,161016,187230,53.8,2.215,3.5,2008,1
"DE","South",2008.5,345401,164237,181164,52.5,2.197,3.393,2008,2
"DE","South",2008.75,342612,167395,175217,51.1,2.179,3.287,2008,3
"DE","South",2009,340310,169827,170483,50.1,2.164,3.202,2008,4
"DE","South",2009.25,338576,170740,167836,49.6,2.153,3.155,2009,1
"DE","South",2009.5,336571,170711,165860,49.3,2.14,3.12,2009,2
"DE","South",2009.75,333852,170077,163775,49.1,2.123,3.083,2009,3
"DE","South",2010,331121,169223,161898,48.9,2.106,3.05,2009,4
"DE","South",2010.25,328773,169049,159724,48.6,2.091,3.006,2010,1
"DE","South",2010.5,326552,169719,156833,48,2.077,2.954,2010,2
"DE","South",2010.75,324270,171441,152829,47.1,2.062,2.882,2010,3
"DE","South",2011,321678,174616,147061,45.7,2.046,2.777,2010,4
"DE","South",2011.25,318622,178252,140370,44.1,2.026,2.657,2011,1
"DE","South",2011.5,315787,181880,133907,42.4,2.008,2.539,2011,2
"DE","South",2011.75,314102,183903,130200,41.5,1.997,2.473,2011,3
"DE","South",2012,314033,184128,129905,41.4,1.997,2.472,2011,4
"DE","South",2012.25,315441,184356,131085,41.6,2.006,2.498,2012,1
"DE","South",2012.5,318567,184590,133977,42.1,2.026,2.558,2012,2
"DE","South",2012.75,322879,184831,138048,42.8,2.053,2.64,2012,3
"DE","South",2013,327294,185080,142214,43.5,2.081,2.725,2012,4
"DE","South",2013.25,331778,185335,146444,44.1,2.11,2.811,2013,1
"DE","South",1983.25,56641,53809,2832,5,0.36,0.007,1983,1
"DE","South",1983.5,57622,54741,2881,5,0.366,0.008,1983,2
"DE","South",1983.75,58656,55723,2933,5,0.373,0.01,1983,3
"DE","South",1984,59686,56702,2984,5,0.38,0.012,1983,4
"DE","South",1984.25,60657,57625,3033,5,0.386,0.014,1984,1
"DE","South",1984.5,61669,58585,3083,5,0.392,0.017,1984,2
"DE","South",1984.75,62745,59608,3137,5,0.399,0.021,1984,3
"DE","South",1985,63895,60700,3195,5,0.406,0.027,1984,4
"DE","South",1985.25,65148,61890,3257,5,0.414,0.034,1985,1
"DE","South",1985.5,66511,63185,3326,5,0.423,0.043,1985,2
"DE","South",1985.75,67983,63982,4001,5.9,0.432,0.058,1985,3
"DE","South",1986,69597,64304,5293,7.6,0.443,0.076,1985,4
"DE","South",1986.25,71394,64571,6823,9.6,0.454,0.099,1986,1
"DE","South",1986.5,73365,64798,8566,11.7,0.467,0.124,1986,2
"DE","South",1986.75,75513,65058,10455,13.8,0.48,0.152,1986,3
"DE","South",1987,77814,65418,12397,15.9,0.495,0.181,1986,4
"DE","South",1987.25,80211,65899,14312,17.8,0.51,0.209,1987,1
"DE","South",1987.5,82633,66488,16145,19.5,0.525,0.237,1987,2
"DE","South",1987.75,85046,67094,17952,21.1,0.541,0.264,1987,3
"DE","South",1988,87388,67639,19749,22.6,0.556,0.292,1987,4
"DE","South",1988.25,89659,68094,21565,24.1,0.57,0.32,1988,1
"DE","South",1988.5,91913,68480,23433,25.5,0.585,0.349,1988,2
"DE","South",1988.75,94152,68900,25251,26.8,0.599,0.378,1988,3
"DE","South",1989,96338,69442,26896,27.9,0.613,0.404,1988,4
"DE","South",1989.25,98410,70164,28246,28.7,0.626,0.427,1989,1
"DE","South",1989.5,100305,70932,29373,29.3,0.638,0.445,1989,2
"DE","South",1989.75,101881,71655,30226,29.7,0.648,0.46,1989,3
"DE","South",1990,103026,72212,30813,29.9,0.655,0.47,1989,4
"DE","South",1990.25,103736,72541,31195,30.1,0.66,0.476,1990,1
"DE","South",1990.5,104064,72857,31208,30,0.662,0.477,1990,2
"DE","South",1990.75,104965,73298,31667,30.2,0.668,0.486,1990,3
"DE","South",1991,105819,74059,31760,30,0.673,0.489,1990,4
"FL","South",1975.25,35911,22544,13367,37.2,0.244,0.113,1975,1
"FL","South",1975.5,36045,22762,13283,36.9,0.245,0.113,1975,2
"FL","South",1975.75,35895,22916,12979,36.2,0.244,0.111,1975,3
"FL","South",1976,35801,23077,12725,35.5,0.244,0.109,1975,4
"FL","South",1976.25,35906,23370,12536,34.9,0.244,0.108,1976,1
"FL","South",1976.5,36193,23702,12492,34.5,0.246,0.109,1976,2
"FL","South",1976.75,36515,24078,12437,34.1,0.248,0.109,1976,3
"FL","South",1977,36992,24486,12506,33.8,0.252,0.11,1976,4
"FL","South",1977.25,37645,24873,12772,33.9,0.256,0.113,1977,1
"FL","South",1977.5,38444,25301,13143,34.2,0.262,0.117,1977,2
"FL","South",1977.75,39282,25740,13541,34.5,0.267,0.121,1977,3
"FL","South",1978,40330,26186,14144,35.1,0.274,0.127,1977,4
"FL","South",1978.25,41615,26689,14926,35.9,0.283,0.136,1978,1
"FL","South",1978.5,43058,27222,15836,36.8,0.293,0.145,1978,2
"FL","South",1978.75,44548,27845,16703,37.5,0.303,0.154,1978,3
"FL","South",1979,46122,28608,17514,38,0.314,0.163,1978,4
"FL","South",1979.25,47795,29494,18300,38.3,0.325,0.172,1979,1
"FL","South",1979.5,49496,30459,19037,38.5,0.337,0.18,1979,2
"FL","South",1979.75,51198,31407,19792,38.7,0.348,0.189,1979,3
"FL","South",1980,52910,32233,20677,39.1,0.36,0.199,1979,4
"FL","South",1980.25,54604,32948,21656,39.7,0.372,0.21,1980,1
"FL","South",1980.5,56297,33630,22667,40.3,0.383,0.221,1980,2
"FL","South",1980.75,58010,34460,23550,40.6,0.395,0.232,1980,3
"FL","South",1981,59631,35626,24005,40.3,0.406,0.238,1980,4
"FL","South",1981.25,61108,37206,23902,39.1,0.416,0.239,1981,1
"FL","South",1981.5,62475,38976,23499,37.6,0.425,0.237,1981,2
"FL","South",1981.75,63822,40691,23131,36.2,0.434,0.235,1981,3
"FL","South",1982,65317,42067,23250,35.6,0.444,0.237,1981,4
"FL","South",1982.25,66866,42802,24064,36,0.455,0.247,1982,1
"FL","South",1982.5,68329,43145,25184,36.9,0.465,0.26,1982,2
"FL","South",1982.75,69634,43277,26357,37.9,0.474,0.273,1982,3
"FL","South",1983,70755,43403,27352,38.7,0.481,0.284,1982,4
"FL","South",1983.25,71732,43733,27999,39,0.488,0.292,1983,1
"FL","South",1983.5,72608,44261,28347,39,0.494,0.297,1983,2
"FL","South",1983.75,73390,44849,28541,38.9,0.499,0.3,1983,3
"FL","South",1984,74120,45416,28703,38.7,0.504,0.303,1983,4
"FL","South",1984.25,74826,45917,28910,38.6,0.509,0.308,1984,1
"FL","South",1984.5,75508,46329,29179,38.6,0.514,0.312,1984,2
"FL","South",1984.75,76159,46738,29420,38.6,0.518,0.317,1984,3
"FL","South",1985,76791,47199,29591,38.5,0.523,0.321,1984,4
"FL","South",1985.25,77481,47719,29763,38.4,0.527,0.325,1985,1
"FL","South",1985.5,78270,48251,30020,38.4,0.533,0.329,1985,2
"FL","South",1985.75,79196,48712,30484,38.5,0.539,0.336,1985,3
"FL","South",1986,80288,49016,31272,38.9,0.546,0.347,1985,4
"FL","South",1986.25,81508,49161,32347,39.7,0.555,0.361,1986,1
"FL","South",1986.5,82782,49178,33604,40.6,0.563,0.378,1986,2
"FL","South",1986.75,83999,49214,34785,41.4,0.572,0.393,1986,3
"FL","South",1987,85141,49404,35737,42,0.579,0.406,1986,4
"FL","South",1987.25,86251,49855,36396,42.2,0.587,0.416,1987,1
"FL","South",1987.5,87368,50517,36850,42.2,0.594,0.423,1987,2
"FL","South",1987.75,88513,51269,37244,42.1,0.602,0.43,1987,3
"FL","South",1988,89745,52006,37738,42.1,0.611,0.438,1987,4
"FL","South",1988.25,91089,52583,38506,42.3,0.62,0.45,1988,1
"FL","South",1988.5,92517,53072,39445,42.6,0.63,0.463,1988,2
"FL","South",1988.75,93956,53509,40447,43,0.639,0.478,1988,3
"FL","South",1989,95375,53927,41448,43.5,0.649,0.493,1988,4
"FL","South",1989.25,96767,54428,42339,43.8,0.658,0.507,1989,1
"FL","South",1989.5,98124,54898,43226,44.1,0.668,0.52,1989,2
"FL","South",1989.75,99419,55377,44043,44.3,0.677,0.533,1989,3
"FL","South",1990,100585,55869,44716,44.5,0.684,0.543,1989,4
"FL","South",1990.25,101591,56324,45267,44.6,0.691,0.552,1990,1
"FL","South",1990.5,102458,56807,45651,44.6,0.697,0.56,1990,2
"FL","South",1990.75,102900,57260,45640,44.4,0.7,0.562,1990,3
"FL","South",1991,103313,57655,45659,44.2,0.703,0.565,1990,4
"FL","South",1991.25,103742,57972,45770,44.1,0.706,0.568,1991,1
"FL","South",1991.5,104167,58237,45930,44.1,0.709,0.573,1991,2
"FL","South",1991.75,104596,58478,46118,44.1,0.712,0.578,1991,3
"FL","South",1992,105070,58728,46341,44.1,0.715,0.583,1991,4
"FL","South",1992.25,105593,59170,46424,44,0.719,0.588,1992,1
"FL","South",1992.5,106159,59551,46608,43.9,0.722,0.592,1992,2
"FL","South",1992.75,106809,59996,46813,43.8,0.727,0.596,1992,3
"FL","South",1993,107535,60538,46997,43.7,0.732,0.599,1992,4
"FL","South",1993.25,108340,60983,47357,43.7,0.737,0.602,1993,1
"FL","South",1993.5,109231,61713,47518,43.5,0.743,0.605,1993,2
"FL","South",1993.75,110174,62487,47687,43.3,0.75,0.609,1993,3
"FL","South",1994,111151,63230,47920,43.1,0.756,0.613,1993,4
"FL","South",1994.25,112131,63865,48266,43,0.763,0.62,1994,1
"FL","South",1994.5,113095,64401,48695,43.1,0.77,0.628,1994,2
"FL","South",1994.75,114039,64887,49153,43.1,0.776,0.636,1994,3
"FL","South",1995,114942,65356,49586,43.1,0.782,0.644,1994,4
"FL","South",1995.25,115796,65975,49821,43,0.788,0.652,1995,1
"FL","South",1995.5,116615,66505,50110,43,0.794,0.659,1995,2
"FL","South",1995.75,117421,67055,50367,42.9,0.799,0.665,1995,3
"FL","South",1996,118204,67644,50560,42.8,0.804,0.67,1995,4
"FL","South",1996.25,118984,68190,50794,42.7,0.81,0.675,1996,1
"FL","South",1996.5,119771,68828,50943,42.5,0.815,0.679,1996,2
"FL","South",1996.75,120565,69445,51120,42.4,0.82,0.684,1996,3
"FL","South",1997,121389,69986,51402,42.3,0.826,0.691,1996,4
"FL","South",1997.25,122287,70446,51841,42.4,0.832,0.7,1997,1
"FL","South",1997.5,123274,70814,52460,42.6,0.839,0.712,1997,2
"FL","South",1997.75,124399,71176,53223,42.8,0.846,0.726,1997,3
"FL","South",1998,125695,71594,54100,43,0.855,0.741,1997,4
"FL","South",1998.25,127144,72170,54974,43.2,0.865,0.757,1998,1
"FL","South",1998.5,128712,72756,55956,43.5,0.876,0.774,1998,2
"FL","South",1998.75,130391,73345,57047,43.8,0.887,0.792,1998,3
"FL","South",1999,132196,73882,58314,44.1,0.9,0.813,1998,4
"FL","South",1999.25,134153,74320,59833,44.6,0.913,0.837,1999,1
"FL","South",1999.5,136281,74702,61579,45.2,0.927,0.865,1999,2
"FL","South",1999.75,138589,75067,63522,45.8,0.943,0.895,1999,3
"FL","South",2000,141119,75461,65658,46.5,0.96,0.927,1999,4
"FL","South",2000.25,143901,75797,68104,47.3,0.979,0.962,2000,1
"FL","South",2000.5,146960,76431,70529,48,1,1,2000,2
"FL","South",2000.75,150330,77206,73124,48.6,1.023,1.041,2000,3
"FL","South",2001,154022,78122,75900,49.3,1.048,1.086,2000,4
"FL","South",2001.25,158023,79376,78647,49.8,1.075,1.135,2001,1
"FL","South",2001.5,162301,80376,81925,50.5,1.104,1.188,2001,2
"FL","South",2001.75,166816,81316,85501,51.3,1.135,1.246,2001,3
"FL","South",2002,171525,82136,89389,52.1,1.167,1.307,2001,4
"FL","South",2002.25,176424,82682,93741,53.1,1.2,1.373,2002,1
"FL","South",2002.5,181537,83339,98198,54.1,1.235,1.443,2002,2
"FL","South",2002.75,186893,84045,102848,55,1.272,1.517,2002,3
"FL","South",2003,192567,84884,107684,55.9,1.31,1.594,2002,4
"FL","South",2003.25,198669,86098,112571,56.7,1.352,1.672,2003,1
"FL","South",2003.5,205376,87609,117767,57.3,1.397,1.756,2003,2
"FL","South",2003.75,212971,89510,123461,58,1.449,1.848,2003,3
"FL","South",2004,221775,91892,129882,58.6,1.509,1.951,2003,4
"FL","South",2004.25,232057,94630,137427,59.2,1.579,2.072,2004,1
"FL","South",2004.5,244028,97664,146364,60,1.661,2.215,2004,2
"FL","South",2004.75,257717,100738,156979,60.9,1.754,2.385,2004,3
"FL","South",2005,272920,103581,169339,62,1.857,2.582,2004,4
"FL","South",2005.25,289170,106210,182961,63.3,1.968,2.802,2005,1
"FL","South",2005.5,305611,108499,197111,64.5,2.08,3.029,2005,2
"FL","South",2005.75,321061,110917,210145,65.5,2.185,3.24,2005,3
"FL","South",2006,334274,113810,220464,66,2.275,3.409,2005,4
"FL","South",2006.25,344366,117165,227201,66,2.343,3.521,2006,1
"FL","South",2006.5,350900,120921,229978,65.5,2.388,3.573,2006,2
"FL","South",2006.75,353792,124471,229321,64.8,2.407,3.572,2006,3
"FL","South",2007,353036,127271,225765,63.9,2.402,3.525,2006,4
"FL","South",2007.25,348475,129102,219373,63,2.371,3.434,2007,1
"FL","South",2007.5,339965,130112,209852,61.7,2.313,3.291,2007,2
"FL","South",2007.75,327626,130982,196644,60,2.229,3.09,2007,3
"FL","South",2008,312170,132319,179850,57.6,2.124,2.83,2007,4
"FL","South",2008.25,294566,134583,159983,54.3,2.004,2.52,2008,1
"FL","South",2008.5,276399,137396,139003,50.3,1.881,2.192,2008,2
"FL","South",2008.75,259357,140199,119158,45.9,1.765,1.881,2008,3
"FL","South",2009,244751,142441,102310,41.8,1.665,1.616,2008,4
"FL","South",2009.25,233278,143421,89858,38.5,1.587,1.419,2009,1
"FL","South",2009.5,224871,143571,81300,36.2,1.53,1.284,2009,2
"FL","South",2009.75,218933,143137,75796,34.6,1.49,1.198,2009,3
"FL","South",2010,214619,142377,72242,33.7,1.46,1.141,2009,4
"FL","South",2010.25,211075,142104,68971,32.7,1.436,1.088,2010,1
"FL","South",2010.5,207783,142313,65470,31.5,1.414,1.033,2010,2
"FL","South",2010.75,204621,143343,61278,29.9,1.392,0.967,2010,3
"FL","South",2011,201808,145621,56187,27.8,1.373,0.887,2010,4
"FL","South",2011.25,199715,148362,51353,25.7,1.359,0.812,2011,1
"FL","South",2011.5,198998,151241,47758,24,1.354,0.756,2011,2
"FL","South",2011.75,199870,152823,47047,23.5,1.36,0.746,2011,3
"FL","South",2012,202217,152873,49345,24.4,1.376,0.783,2011,4
"FL","South",2012.25,205852,152927,52925,25.7,1.401,0.841,2012,1
"FL","South",2012.5,210379,152987,57391,27.3,1.432,0.913,2012,2
"FL","South",2012.75,215338,153053,62286,28.9,1.465,0.992,2012,3
"FL","South",2013,220473,153124,67349,30.5,1.5,1.073,2012,4
"FL","South",2013.25,225677,153201,72476,32.1,1.536,1.156,2013,1
"GA","South",1975.25,28374,24534,3840,13.5,0.193,0.039,1975,1
"GA","South",1975.5,28543,24718,3825,13.4,0.194,0.039,1975,2
"GA","South",1975.75,28763,24842,3921,13.6,0.196,0.04,1975,3
"GA","South",1976,29033,24991,4041,13.9,0.197,0.042,1975,4
"GA","South",1976.25,29395,25291,4104,14,0.2,0.043,1976,1
"GA","South",1976.5,29889,25670,4219,14.1,0.203,0.044,1976,2
"GA","South",1976.75,30462,26115,4348,14.3,0.207,0.046,1976,3
"GA","South",1977,30982,26602,4380,14.1,0.211,0.046,1976,4
"GA","South",1977.25,31454,27083,4371,13.9,0.214,0.046,1977,1
"GA","South",1977.5,31961,27577,4384,13.7,0.217,0.046,1977,2
"GA","South",1977.75,32573,28073,4500,13.8,0.221,0.048,1977,3
"GA","South",1978,33285,28560,4725,14.2,0.226,0.05,1977,4
"GA","South",1978.25,34093,29066,5027,14.7,0.232,0.054,1978,1
"GA","South",1978.5,34932,29591,5341,15.3,0.237,0.058,1978,2
"GA","South",1978.75,35856,30179,5677,15.8,0.244,0.062,1978,3
"GA","South",1979,36863,30871,5992,16.3,0.251,0.065,1978,4
"GA","South",1979.25,37980,31693,6287,16.6,0.258,0.069,1979,1
"GA","South",1979.5,39206,32611,6594,16.8,0.267,0.073,1979,2
"GA","South",1979.75,40509,33584,6925,17.1,0.275,0.077,1979,3
"GA","South",1980,41867,34565,7302,17.4,0.285,0.081,1979,4
"GA","South",1980.25,43209,35438,7771,18,0.294,0.086,1980,1
"GA","South",1980.5,44474,36252,8222,18.5,0.302,0.092,1980,2
"GA","South",1980.75,45688,36969,8719,19.1,0.311,0.098,1980,3
"GA","South",1981,46886,37562,9323,19.9,0.319,0.105,1980,4
"GA","South",1981.25,48092,38125,9967,20.7,0.327,0.113,1981,1
"GA","South",1981.5,49262,38649,10613,21.5,0.335,0.121,1981,2
"GA","South",1981.75,50402,39273,11130,22.1,0.343,0.127,1981,3
"GA","South",1982,51520,40124,11396,22.1,0.35,0.13,1981,4
"GA","South",1982.25,52561,41201,11360,21.6,0.357,0.13,1982,1
"GA","South",1982.5,53525,42422,11103,20.7,0.364,0.128,1982,2
"GA","South",1982.75,54428,43573,10854,19.9,0.37,0.125,1982,3
"GA","South",1983,55345,44441,10904,19.7,0.376,0.126,1982,4
"GA","South",1983.25,56299,44803,11496,20.4,0.383,0.133,1983,1
"GA","South",1983.5,57309,44871,12437,21.7,0.39,0.144,1983,2
"GA","South",1983.75,58388,44785,13603,23.3,0.397,0.158,1983,3
"GA","South",1984,59519,44710,14809,24.9,0.405,0.173,1983,4
"GA","South",1984.25,60713,44909,15805,26,0.413,0.185,1984,1
"GA","South",1984.5,61926,45215,16711,27,0.421,0.197,1984,2
"GA","South",1984.75,63156,45607,17549,27.8,0.429,0.208,1984,3
"GA","South",1985,64469,46041,18428,28.6,0.438,0.219,1984,4
"GA","South",1985.25,65850,46451,19399,29.5,0.448,0.232,1985,1
"GA","South",1985.5,67313,46844,20469,30.4,0.458,0.246,1985,2
"GA","South",1985.75,68934,47228,21706,31.5,0.469,0.262,1985,3
"GA","South",1986,70633,47598,23034,32.6,0.48,0.28,1985,4
"GA","South",1986.25,72344,47986,24358,33.7,0.492,0.297,1986,1
"GA","South",1986.5,74033,48376,25657,34.7,0.503,0.314,1986,2
"GA","South",1986.75,75694,48802,26892,35.5,0.515,0.331,1986,3
"GA","South",1987,77326,49296,28030,36.2,0.526,0.347,1986,4
"GA","South",1987.25,78911,49845,29066,36.8,0.536,0.361,1987,1
"GA","South",1987.5,80428,50465,29963,37.3,0.547,0.373,1987,2
"GA","South",1987.75,81868,51095,30773,37.6,0.557,0.385,1987,3
"GA","South",1988,83234,51686,31548,37.9,0.566,0.396,1987,4
"GA","South",1988.25,84536,52196,32340,38.3,0.575,0.408,1988,1
"GA","South",1988.5,85755,52630,33125,38.6,0.583,0.42,1988,2
"GA","South",1988.75,86873,53025,33848,39,0.591,0.431,1988,3
"GA","South",1989,87928,53409,34520,39.3,0.598,0.441,1988,4
"GA","South",1989.25,88968,53861,35107,39.5,0.605,0.451,1989,1
"GA","South",1989.5,89998,54285,35713,39.7,0.612,0.46,1989,2
"GA","South",1989.75,90991,54711,36280,39.9,0.619,0.469,1989,3
"GA","South",1990,91879,55137,36741,40,0.625,0.476,1989,4
"GA","South",1990.25,92629,55477,37152,40.1,0.63,0.481,1990,1
"GA","South",1990.5,93290,55925,37365,40.1,0.634,0.485,1990,2
"GA","South",1990.75,93462,56394,37069,39.7,0.635,0.483,1990,3
"GA","South",1991,93667,56880,36788,39.3,0.637,0.481,1990,4
"GA","South",1991.25,93952,57365,36587,38.9,0.639,0.48,1991,1
"GA","South",1991.5,94310,57827,36483,38.7,0.641,0.48,1991,2
"GA","South",1991.75,94760,58258,36502,38.5,0.644,0.483,1991,3
"GA","South",1992,95306,58639,36667,38.5,0.648,0.487,1991,4
"GA","South",1992.25,95916,59113,36804,38.4,0.652,0.493,1992,1
"GA","South",1992.5,96564,59441,37122,38.4,0.656,0.499,1992,2
"GA","South",1992.75,97282,59799,37483,38.5,0.661,0.505,1992,3
"GA","South",1993,98028,60256,37772,38.5,0.666,0.51,1992,4
"GA","South",1993.25,98812,60721,38090,38.5,0.672,0.514,1993,1
"GA","South",1993.5,99642,61471,38171,38.3,0.677,0.516,1993,2
"GA","South",1993.75,100529,62297,38232,38,0.683,0.518,1993,3
"GA","South",1994,101487,63124,38363,37.8,0.69,0.521,1993,4
"GA","South",1994.25,102525,63847,38678,37.7,0.697,0.528,1994,1
"GA","South",1994.5,103636,64483,39153,37.8,0.705,0.536,1994,2
"GA","South",1994.75,104804,65055,39748,37.9,0.712,0.547,1994,3
"GA","South",1995,106016,65571,40445,38.1,0.721,0.559,1994,4
"GA","South",1995.25,107280,66194,41086,38.3,0.729,0.572,1995,1
"GA","South",1995.5,108603,66727,41876,38.6,0.738,0.586,1995,2
"GA","South",1995.75,109971,67317,42654,38.8,0.748,0.6,1995,3
"GA","South",1996,111355,68033,43321,38.9,0.757,0.612,1995,4
"GA","South",1996.25,112724,68836,43888,38.9,0.766,0.622,1996,1
"GA","South",1996.5,114059,69823,44236,38.8,0.775,0.629,1996,2
"GA","South",1996.75,115373,70840,44533,38.6,0.784,0.636,1996,3
"GA","South",1997,116707,71795,44912,38.5,0.793,0.645,1996,4
"GA","South",1997.25,118116,72580,45536,38.6,0.803,0.657,1997,1
"GA","South",1997.5,119618,73239,46379,38.8,0.813,0.673,1997,2
"GA","South",1997.75,121253,73827,47426,39.1,0.824,0.691,1997,3
"GA","South",1998,123045,74389,48656,39.5,0.836,0.713,1997,4
"GA","South",1998.25,125004,75053,49951,40,0.85,0.736,1998,1
"GA","South",1998.5,127127,75703,51424,40.5,0.864,0.762,1998,2
"GA","South",1998.75,129398,76388,53011,41,0.88,0.789,1998,3
"GA","South",1999,131800,77124,54677,41.5,0.896,0.818,1998,4
"GA","South",1999.25,134304,77922,56382,42,0.913,0.847,1999,1
"GA","South",1999.5,136863,78736,58127,42.5,0.93,0.877,1999,2
"GA","South",1999.75,139452,79552,59901,43,0.948,0.908,1999,3
"GA","South",2000,142030,80339,61691,43.4,0.966,0.939,1999,4
"GA","South",2000.25,144581,80930,63652,44,0.983,0.969,2000,1
"GA","South",2000.5,147099,81711,65388,44.5,1,1,2000,2
"GA","South",2000.75,149553,82570,66984,44.8,1.017,1.029,2000,3
"GA","South",2001,151943,83543,68400,45,1.033,1.057,2000,4
"GA","South",2001.25,154251,84908,69343,45,1.049,1.082,2001,1
"GA","South",2001.5,156464,86045,70419,45,1.064,1.105,2001,2
"GA","South",2001.75,158578,87163,71414,45,1.078,1.126,2001,3
"GA","South",2002,160618,88227,72391,45.1,1.092,1.146,2001,4
"GA","South",2002.25,162599,88983,73616,45.3,1.105,1.167,2002,1
"GA","South",2002.5,164515,89815,74700,45.4,1.118,1.188,2002,2
"GA","South",2002.75,166419,90537,75882,45.6,1.131,1.211,2002,3
"GA","South",2003,168285,91107,77178,45.9,1.144,1.236,2002,4
"GA","South",2003.25,170063,91771,78292,46,1.156,1.259,2003,1
"GA","South",2003.5,171749,92479,79270,46.2,1.168,1.279,2003,2
"GA","South",2003.75,173419,93530,79889,46.1,1.179,1.294,2003,3
"GA","South",2004,175151,95199,79952,45.6,1.191,1.299,2003,4
"GA","South",2004.25,177051,97551,79500,44.9,1.204,1.296,2004,1
"GA","South",2004.5,179185,100448,78737,43.9,1.218,1.288,2004,2
"GA","South",2004.75,181595,103501,78094,43,1.235,1.282,2004,3
"GA","South",2005,184294,106334,77960,42.3,1.253,1.284,2004,4
"GA","South",2005.25,187270,108526,78744,42,1.273,1.301,2005,1
"GA","South",2005.5,190468,110428,80041,42,1.295,1.327,2005,2
"GA","South",2005.75,193787,112253,81533,42.1,1.317,1.357,2005,3
"GA","South",2006,197081,114255,82826,42,1.34,1.385,2005,4
"GA","South",2006.25,200164,116615,83549,41.7,1.361,1.403,2006,1
"GA","South",2006.5,202933,119067,83866,41.3,1.38,1.415,2006,2
"GA","South",2006.75,205323,121374,83950,40.9,1.396,1.422,2006,3
"GA","South",2007,207229,123256,83973,40.5,1.409,1.429,2006,4
"GA","South",2007.25,208381,124762,83619,40.1,1.417,1.431,2007,1
"GA","South",2007.5,208553,125874,82679,39.6,1.418,1.42,2007,2
"GA","South",2007.75,207604,127097,80507,38.8,1.411,1.388,2007,3
